,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,top_count,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
600636.XSHG_2017-08-10,1.04993597951,2017-08-10 00:00:00,2017-08-09 00:00:00,600636.XSHG,14.17,14.24,14.51,13.37,13.5,19421312.0,2.0,14.88,14.88,14.88,14.08,14.17,11379702.0,3.0,15.62,15.62,15.62,15.01,15.2,7864078.0,4.0,15.66,16.4,16.4,15.55,16.4,20837421.0,5.0,2.0,1.0,15.04,3667400.0,09:38:00,0.0,0,3,0.0501718213058,11520333.3735,16.87,25795666.0,10.57,True,False
600636.XSHG_2017-08-11,0.974390243902,2017-08-11 00:00:00,2017-08-10 00:00:00,600636.XSHG,14.88,14.88,14.88,14.08,14.17,11379702.0,3.0,15.62,15.62,15.62,15.01,15.2,7864078.0,4.0,15.66,16.4,16.4,15.55,16.4,20837421.0,5.0,15.68,16.2,16.44,15.42,15.98,10309355.0,6.0,3.0,2.0,16.18,2458500.0,09:32:00,0.0,0,1,0.0501718213058,11518023.2195,16.87,25795666.0,10.57,True,False
600652.XSHG_2017-06-16,1.01014370245,2017-06-16 00:00:00,2017-06-15 00:00:00,600652.XSHG,10.14,10.27,11.47,9.91,10.2,52950905.0,3.0,10.75,11.15,11.15,9.95,9.95,91192368.0,4.0,11.83,11.83,11.83,11.09,11.83,122392572.0,5.0,12.72,13.01,13.01,11.55,11.95,119483206.0,6.0,1.0,1.0,11.83,3309634.0,09:30:00,0.0,0,2,0.100465116279,11097371.5185,13.32,94601164.0,8.22,False,False
600652.XSHG_2017-06-19,0.942352036895,2017-06-19 00:00:00,2017-06-16 00:00:00,600652.XSHG,10.75,11.15,11.15,9.95,9.95,91192368.0,4.0,11.83,11.83,11.83,11.09,11.83,122392572.0,5.0,12.72,13.01,13.01,11.55,11.95,119483206.0,6.0,12.49,12.74,13.99,12.1,12.26,82406986.0,7.0,2.0,1.0,11.56,98793843.0,13:53:00,0.0,0,0,0.100465116279,11216012.8,13.32,94601164.0,8.22,False,False
600680.XSHG_2017-08-24,0.963039014374,2017-08-24 00:00:00,2017-08-23 00:00:00,600680.XSHG,13.25,13.47,14.03,13.18,13.41,2490610.0,52.0,13.91,13.91,13.91,13.26,13.26,4295726.0,53.0,14.22,14.61,14.61,13.9,14.05,8772312.0,54.0,14.09,14.32,14.93,13.8,14.07,4749591.0,55.0,2.0,1.0,13.9,5405500.0,11:13:00,1.0,0,3,0.0498113207547,2290317.01205,17.38,8559989.0,12.03,True,False
600696.XSHG_2017-08-24,0.979591836735,2017-08-24 00:00:00,2017-08-23 00:00:00,600696.XSHG,6.67,6.78,7.11,6.66,6.77,2562487.0,52.0,7.0,7.0,7.0,6.67,6.67,11109328.0,53.0,7.22,7.35,7.35,7.0,7.06,13404760.0,54.0,7.17,7.35,7.58,7.02,7.2,8667649.0,55.0,2.0,1.0,7.0,8875200.0,10:22:00,1.0,0,1,0.0494752623688,3418620.34568,8.85,13811900.0,6.07,True,False
600712.XSHG_2017-07-26,1.02777777778,2017-07-26 00:00:00,2017-07-25 00:00:00,600712.XSHG,7.14,7.18,7.85,7.04,7.15,3030569.0,31.0,7.85,7.85,7.85,7.1,7.16,12392369.0,32.0,8.64,8.64,8.64,7.69,7.92,21248844.0,33.0,9.1,9.42,9.5,8.5,8.88,19468436.0,34.0,2.0,1.0,7.69,14970500.0,13:58:00,0.0,0,8,0.100636942675,4509417.69412,10.3,32119869.0,6.12,False,False
600727.XSHG_2017-08-21,0.981346309813,2017-08-21 00:00:00,2017-08-18 00:00:00,600727.XSHG,10.19,10.38,10.99,10.1,10.25,5167037.0,49.0,11.21,11.21,11.21,10.05,10.13,15716725.0,50.0,12.09,12.33,12.33,11.74,11.88,46104718.0,51.0,11.55,12.1,13.3,11.5,12.1,30484056.0,52.0,2.0,1.0,11.99,8342900.0,09:30:00,0.0,0,0,0.100098135427,5218057.90588,11.2,17750268.0,9.3,False,False
600732.XSHG_2017-06-21,0.982240437158,2017-06-21 00:00:00,2017-06-20 00:00:00,600732.XSHG,7.08,7.08,7.08,6.76,6.77,16805822.0,6.0,6.97,7.15,7.43,6.92,7.09,15655023.0,7.0,7.22,7.32,7.32,6.94,6.95,13698781.0,8.0,7.03,7.27,7.58,7.01,7.19,10646683.0,9.0,1.0,2.0,,,,1.0,0,0,0.0504451038576,13256208.0192,10.77,45953405.0,4.95,True,False
600740.XSHG_2017-08-28,0.984067478913,2017-08-28 00:00:00,2017-08-25 00:00:00,600740.XSHG,8.82,9.11,9.41,8.64,8.69,56350860.0,49.0,9.7,9.7,9.7,8.88,9.02,92808203.0,50.0,10.67,10.67,10.67,9.57,9.8,144280503.0,51.0,11.28,11.66,11.74,10.03,10.5,136777599.0,52.0,2.0,1.0,9.58,134873000.0,14:49:00,2.0,0,1,0.1,28696470.7407,9.93,134868033.0,5.74,False,False
600747.XSHG_2017-07-21,0.981949458484,2017-07-21 00:00:00,2017-07-20 00:00:00,600747.XSHG,2.61,2.61,2.61,2.47,2.48,21099526.0,28.0,2.64,2.7,2.74,2.6,2.61,21035869.0,29.0,2.77,2.77,2.77,2.62,2.62,28257168.0,30.0,2.74,2.78,2.91,2.71,2.72,21939156.0,31.0,1.0,2.0,2.62,8327900.0,09:57:00,1.0,0,7,0.0498084291188,21448689.1728,5.45,104257209.0,2.26,True,False
600755.XSHG_2017-07-24,0.97265625,2017-07-24 00:00:00,2017-07-21 00:00:00,600755.XSHG,8.46,8.55,9.21,8.34,8.36,25974048.0,29.0,9.31,9.31,9.31,8.71,8.82,196725424.0,30.0,10.0,10.24,10.24,9.6,9.66,260170891.0,31.0,10.28,10.46,11.0,9.88,9.96,255561157.0,32.0,2.0,1.0,9.65,173844100.0,10:32:00,0.0,0,3,0.100472813239,27163584.0118,9.56,72956215.0,8.0,False,False
600755.XSHG_2017-07-26,1.00530503979,2017-07-26 00:00:00,2017-07-25 00:00:00,600755.XSHG,10.0,10.24,10.24,9.6,9.66,260170891.0,31.0,10.28,10.46,11.0,9.88,9.96,255561157.0,32.0,11.31,11.31,11.31,10.16,10.3,312253434.0,33.0,11.39,11.63,12.44,11.0,11.37,270664799.0,34.0,1.0,1.0,10.16,245623900.0,13:36:00,1.0,0,3,0.100472813239,27549528.631,9.56,196725424.0,8.0,False,False
600797.XSHG_2017-08-17,0.959328599096,2017-08-17 00:00:00,2017-08-16 00:00:00,600797.XSHG,12.8,12.9,14.03,12.62,12.7,18553319.0,43.0,14.08,14.08,14.08,13.13,13.13,66822663.0,44.0,14.78,15.49,15.49,13.9,14.3,138552586.0,45.0,15.61,16.11,16.26,14.86,14.86,145629388.0,46.0,2.0,1.0,13.91,89447700.0,11:20:00,0.0,0,1,0.1,19329740.0595,15.24,83126514.0,10.86,False,False
600815.XSHG_2017-07-20,1.01796407186,2017-07-20 00:00:00,2017-07-19 00:00:00,600815.XSHG,4.54,4.55,4.69,4.39,4.44,6012611.0,27.0,4.77,4.77,4.77,4.51,4.51,10529999.0,28.0,5.01,5.01,5.01,4.85,4.85,10542718.0,29.0,4.95,5.15,5.26,4.93,5.1,13558976.0,30.0,2.0,1.0,4.85,6957800.0,10:14:00,0.0,0,1,0.0506607929515,13047875.6353,8.15,55581938.0,4.1,True,False
600815.XSHG_2017-07-24,0.980769230769,2017-07-24 00:00:00,2017-07-21 00:00:00,600815.XSHG,5.01,5.01,5.01,4.85,4.85,10542718.0,29.0,4.95,5.15,5.26,4.93,5.1,13558976.0,30.0,5.13,5.2,5.2,4.95,4.95,15397833.0,31.0,5.08,5.23,5.39,5.03,5.1,12422618.0,32.0,1.0,3.0,4.95,6520000.0,10:51:00,2.0,1,2,0.0506607929515,12911429.0833,8.15,55581938.0,4.1,True,False
600846.XSHG_2017-08-07,0.980680061824,2017-08-07 00:00:00,2017-08-04 00:00:00,600846.XSHG,11.36,11.36,11.36,10.72,10.72,37877441.0,34.0,11.76,12.4,12.5,11.36,11.91,121808634.0,35.0,12.91,12.94,12.94,11.97,12.36,136646364.0,36.0,13.05,13.87,14.2,12.45,12.69,139168048.0,37.0,1.0,2.0,12.0,66310216.0,10:08:00,3.0,1,3,0.0997095837367,15306846.3415,10.72,109623875.0,7.39,False,False
600854.XSHG_2017-07-19,0.984334203655,2017-07-19 00:00:00,2017-07-18 00:00:00,600854.XSHG,6.33,6.52,7.07,6.08,6.41,11116072.0,26.0,6.96,6.96,6.96,6.33,6.33,66969415.0,27.0,7.62,7.66,7.66,6.85,6.9,90069284.0,28.0,7.65,7.8,8.38,7.38,7.54,91391817.0,29.0,2.0,1.0,6.85,63981200.0,14:51:00,1.0,0,0,0.0995260663507,15858098.0723,9.05,80206187.0,6.09,False,False
600874.XSHG_2017-06-20,0.93647166362,2017-06-20 00:00:00,2017-06-19 00:00:00,600874.XSHG,20.25,20.25,20.25,18.44,18.49,113537937.0,5.0,19.89,20.47,22.28,19.51,20.25,109292757.0,6.0,20.87,21.88,21.88,19.72,19.72,163197236.0,7.0,20.99,21.15,22.95,20.29,20.49,95423677.0,8.0,1.0,2.0,19.74,126632342.0,14:03:00,1.0,0,0,0.0999456816947,49205099.4583,24.79,196147182.0,8.04,False,False
600876.XSHG_2017-08-18,1.09990917348,2017-08-18 00:00:00,2017-08-17 00:00:00,600876.XSHG,18.2,18.28,19.95,17.77,18.03,4433258.0,48.0,20.02,20.02,20.02,18.88,18.88,16747432.0,49.0,22.02,22.02,22.02,20.4,21.0,16171435.0,50.0,24.22,24.22,24.22,23.91,24.22,7709003.0,51.0,2.0,1.0,20.95,8385400.0,09:33:00,1.0,0,1,0.1,6523756.30864,23.97,24022568.0,13.83,False,False
600876.XSHG_2017-08-21,1.01032204789,2017-08-21 00:00:00,2017-08-18 00:00:00,600876.XSHG,20.02,20.02,20.02,18.88,18.88,16747432.0,49.0,22.02,22.02,22.02,20.4,21.0,16171435.0,50.0,24.22,24.22,24.22,23.91,24.22,7709003.0,51.0,24.78,25.67,26.64,24.25,24.47,45498973.0,52.0,3.0,2.0,23.95,3907600.0,09:30:00,1.0,0,1,0.1,6516437.1625,22.9,24022568.0,13.83,False,False
600984.XSHG_2017-06-16,0.88622754491,2017-06-16 00:00:00,2017-06-15 00:00:00,600984.XSHG,6.9,7.01,7.47,6.78,6.82,10194022.0,3.0,7.59,7.59,7.59,6.82,6.85,17571267.0,4.0,7.74,8.35,8.35,7.7,7.84,55565747.0,5.0,7.94,8.05,8.51,7.36,7.4,35630073.0,6.0,2.0,1.0,7.86,22542100.0,09:37:00,0.0,0,0,0.1,30727503.7407,13.41,127670270.0,6.31,False,False
601001.XSHG_2017-07-25,0.957142857143,2017-07-25 00:00:00,2017-07-24 00:00:00,601001.XSHG,5.78,5.78,5.78,5.78,5.78,2383501.0,9.0,6.36,6.36,6.36,6.36,6.36,4813077.0,10.0,6.81,7.0,7.0,6.73,7.0,161780509.0,11.0,6.59,6.79,7.49,6.49,6.7,94310281.0,12.0,3.0,2.0,6.9,24085500.0,09:30:00,0.0,0,1,0.100952380952,11482576.8193,6.9,42243415.0,4.57,False,False
601003.XSHG_2017-08-07,1.07479674797,2017-08-07 00:00:00,2017-08-04 00:00:00,601003.XSHG,5.67,5.78,5.78,5.13,5.17,100967690.0,39.0,5.59,6.07,6.24,5.55,5.71,125113318.0,40.0,6.15,6.15,6.15,5.76,5.91,88324523.0,41.0,6.25,6.61,6.77,6.16,6.61,121080308.0,42.0,1.0,1.0,5.95,15144900.0,09:31:00,0.0,0,2,0.100178890877,40384885.6582,5.6,188205296.0,3.8,False,False
601003.XSHG_2017-08-09,0.954941860465,2017-08-09 00:00:00,2017-08-08 00:00:00,601003.XSHG,6.15,6.15,6.15,5.76,5.91,88324523.0,41.0,6.25,6.61,6.77,6.16,6.61,121080308.0,42.0,6.88,6.88,6.88,6.12,6.2,97717610.0,43.0,7.1,7.41,7.57,6.51,6.57,111463461.0,44.0,1.0,2.0,6.13,81478700.0,14:20:00,1.0,0,1,0.1008,40737294.6582,6.07,188205296.0,3.8,False,False
601003.XSHG_2017-08-30,1.02672292546,2017-08-30 00:00:00,2017-08-29 00:00:00,601003.XSHG,6.37,6.51,6.51,5.78,5.82,76748895.0,56.0,6.46,6.7,7.01,6.23,6.3,59227733.0,57.0,7.11,7.11,7.11,6.52,6.59,72023009.0,58.0,7.51,7.8,7.82,7.02,7.3,99900774.0,59.0,1.0,1.0,6.52,54039000.0,13:14:00,2.0,0,3,0.100619195046,49520812.3117,7.41,188205296.0,3.8,False,False
601005.XSHG_2017-06-21,0.96568627451,2017-06-21 00:00:00,2017-06-20 00:00:00,601005.XSHG,1.85,1.85,1.91,1.81,1.81,22999475.0,6.0,1.94,1.94,1.94,1.85,1.85,28433612.0,7.0,1.98,2.04,2.04,1.94,1.98,57172243.0,8.0,1.93,1.98,2.08,1.92,1.97,24758552.0,9.0,2.0,1.0,1.94,23343300.0,10:05:00,0.0,0,0,0.0486486486486,41015186.9762,3.09,157309283.0,1.76,True,False
601005.XSHG_2017-06-23,1.0,2017-06-23 00:00:00,2017-06-22 00:00:00,601005.XSHG,1.98,2.04,2.04,1.94,1.98,57172243.0,8.0,1.93,1.98,2.08,1.92,1.97,24758552.0,9.0,2.03,2.03,2.03,1.91,1.93,36526520.0,10.0,2.13,2.13,2.13,2.01,2.03,35150734.0,11.0,1.0,1.0,1.91,8342600.0,09:58:00,1.0,0,0,0.0518134715026,40717559.8675,3.09,157309283.0,1.76,True,False
601005.XSHG_2017-06-26,1.00938967136,2017-06-26 00:00:00,2017-06-23 00:00:00,601005.XSHG,1.93,1.98,2.08,1.92,1.97,24758552.0,9.0,2.03,2.03,2.03,1.91,1.93,36526520.0,10.0,2.13,2.13,2.13,2.01,2.03,35150734.0,11.0,2.13,2.24,2.24,2.12,2.15,51663418.0,12.0,2.0,1.0,2.01,25961100.0,13:24:00,1.0,0,2,0.0518134715026,40287930.3171,3.09,157309283.0,1.76,True,False
601005.XSHG_2017-06-27,0.941964285714,2017-06-27 00:00:00,2017-06-26 00:00:00,601005.XSHG,2.03,2.03,2.03,1.91,1.93,36526520.0,10.0,2.13,2.13,2.13,2.01,2.03,35150734.0,11.0,2.13,2.24,2.24,2.12,2.15,51663418.0,12.0,2.14,2.17,2.24,2.11,2.11,21822401.0,13.0,3.0,2.0,2.14,17043700.0,09:48:00,1.0,0,0,0.0518134715026,39919441.0741,3.09,157309283.0,1.76,True,False
601011.XSHG_2017-07-31,0.961538461538,2017-07-31 00:00:00,2017-07-28 00:00:00,601011.XSHG,8.59,9.37,9.38,8.4,8.41,173122266.0,34.0,9.45,9.45,9.45,8.62,8.62,198801211.0,35.0,10.4,10.4,10.4,9.83,9.96,162229195.0,36.0,10.99,11.34,11.44,9.83,10.0,297324977.0,37.0,2.0,1.0,9.9,68083200.0,09:36:00,2.0,0,2,0.100529100529,28975715.7317,8.68,224750900.0,5.1,False,False
601011.XSHG_2017-09-06,1.0233826968,2017-09-06 00:00:00,2017-09-05 00:00:00,601011.XSHG,11.44,11.44,11.44,10.48,10.48,178360836.0,59.0,11.66,11.95,12.58,10.96,11.6,198439479.0,60.0,12.82,12.83,12.83,11.25,11.49,192911431.0,61.0,12.98,13.99,14.1,12.82,13.13,234710063.0,62.0,1.0,2.0,11.25,191844200.0,14:59:00,5.0,1,0,0.1,66537177.2875,11.34,297324977.0,5.1,False,False
601101.XSHG_2017-07-19,0.971715328467,2017-07-19 00:00:00,2017-07-18 00:00:00,601101.XSHG,9.05,9.46,9.91,8.56,8.95,49362241.0,26.0,9.96,9.96,9.96,8.84,8.86,60171213.0,27.0,10.8,10.96,10.96,10.0,10.05,92198408.0,28.0,10.67,10.8,11.88,10.4,10.65,59899536.0,29.0,2.0,1.0,10.05,78279500.0,14:22:00,0.0,0,1,0.100552486188,15418326.3293,9.64,62522911.0,6.32,False,False
601106.XSHG_2017-07-17,0.958333333333,2017-07-17 00:00:00,2017-07-14 00:00:00,601106.XSHG,3.27,3.29,3.4,3.22,3.25,21127142.0,24.0,3.43,3.43,3.43,3.25,3.26,52017194.0,25.0,3.49,3.6,3.6,3.31,3.44,88784119.0,26.0,3.66,3.66,3.66,3.45,3.45,51501130.0,27.0,2.0,1.0,3.31,47350200.0,10:27:00,1.0,0,0,0.0489296636086,27276844.9268,4.57,95434718.0,2.85,True,False
601106.XSHG_2017-07-18,1.01366120219,2017-07-18 00:00:00,2017-07-17 00:00:00,601106.XSHG,3.43,3.43,3.43,3.25,3.26,52017194.0,25.0,3.49,3.6,3.6,3.31,3.44,88784119.0,26.0,3.66,3.66,3.66,3.45,3.45,51501130.0,27.0,3.84,3.84,3.84,3.67,3.71,31883039.0,28.0,1.0,2.0,3.46,43464700.0,14:30:00,2.0,0,1,0.0489296636086,27292918.5185,4.57,95434718.0,2.85,True,False
601106.XSHG_2017-07-19,1.0390625,2017-07-19 00:00:00,2017-07-18 00:00:00,601106.XSHG,3.49,3.6,3.6,3.31,3.44,88784119.0,26.0,3.66,3.66,3.66,3.45,3.45,51501130.0,27.0,3.84,3.84,3.84,3.67,3.71,31883039.0,28.0,3.77,4.03,4.03,3.72,3.99,97234206.0,29.0,2.0,1.0,3.67,22830400.0,09:50:00,2.0,0,1,0.0491803278689,27291145.975,4.57,95434718.0,2.85,True,False
601106.XSHG_2017-07-20,0.93300248139,2017-07-20 00:00:00,2017-07-19 00:00:00,601106.XSHG,3.66,3.66,3.66,3.45,3.45,51501130.0,27.0,3.84,3.84,3.84,3.67,3.71,31883039.0,28.0,3.77,4.03,4.03,3.72,3.99,97234206.0,29.0,3.78,3.88,3.96,3.72,3.76,41169834.0,30.0,3.0,2.0,3.94,9589700.0,09:32:00,2.0,0,1,0.0491803278689,27268947.4304,4.57,95434718.0,2.85,True,False
601326.XSHG_2017-09-04,1.0,2017-09-04 00:00:00,2017-09-01 00:00:00,601326.XSHG,9.63,9.63,9.63,9.63,9.63,2894612.0,11.0,10.59,10.59,10.59,10.59,10.59,21690055.0,12.0,11.65,11.65,11.65,11.58,11.65,127824702.0,13.0,11.06,11.67,12.82,10.65,11.65,343369667.0,14.0,14.0,13.0,11.6,47705500.0,09:30:00,,0,1,0.100628930818,,8.75,2744922.0,2.81,False,True
601388.XSHG_2017-08-08,1.01462522852,2017-08-08 00:00:00,2017-08-07 00:00:00,601388.XSHG,4.52,4.83,5.12,4.49,4.59,200776595.0,40.0,4.97,4.97,4.97,4.51,4.56,154059142.0,41.0,5.43,5.47,5.47,5.14,5.37,359763346.0,42.0,5.34,5.55,5.97,5.14,5.55,279716602.0,43.0,2.0,1.0,5.15,150029100.0,10:05:00,0.0,0,1,0.0995575221239,45252914.0238,4.94,234807064.0,3.32,False,False
601519.XSHG_2017-09-01,0.962732919255,2017-09-01 00:00:00,2017-08-31 00:00:00,601519.XSHG,4.38,4.44,4.63,4.37,4.4,8369900.0,57.0,4.6,4.6,4.6,4.6,4.6,3535854.0,58.0,4.66,4.83,4.83,4.65,4.83,36600644.0,59.0,4.67,4.71,4.89,4.58,4.65,14281594.0,60.0,2.0,1.0,,,,1.0,0,0,0.0502283105023,11386384.6154,5.78,35599202.0,3.57,True,False
601519.XSHG_2017-09-05,1.03673469388,2017-09-05 00:00:00,2017-09-04 00:00:00,601519.XSHG,4.66,4.83,4.83,4.65,4.83,36600644.0,59.0,4.67,4.71,4.89,4.58,4.65,14281594.0,60.0,4.9,4.9,4.9,4.65,4.67,9101714.0,61.0,5.15,5.15,5.15,4.96,5.08,43514008.0,62.0,1.0,1.0,4.65,5686000.0,09:45:00,2.0,0,1,0.0502283105023,11375831.4416,5.35,35599202.0,3.57,True,False
601519.XSHG_2017-09-06,1.00194174757,2017-09-06 00:00:00,2017-09-05 00:00:00,601519.XSHG,4.67,4.71,4.89,4.58,4.65,14281594.0,60.0,4.9,4.9,4.9,4.65,4.67,9101714.0,61.0,5.15,5.15,5.15,4.96,5.08,43514008.0,62.0,5.26,5.41,5.41,5.1,5.16,35746398.0,63.0,2.0,1.0,4.98,14998700.0,09:48:00,2.0,0,3,0.0510204081633,11393852.0263,5.25,36600644.0,3.57,True,False
601519.XSHG_2017-09-07,0.977818853974,2017-09-07 00:00:00,2017-09-06 00:00:00,601519.XSHG,4.9,4.9,4.9,4.65,4.67,9101714.0,61.0,5.15,5.15,5.15,4.96,5.08,43514008.0,62.0,5.26,5.41,5.41,5.1,5.16,35746398.0,63.0,5.52,5.52,5.52,5.29,5.29,41885258.0,64.0,3.0,2.0,5.13,13465700.0,09:46:00,2.0,0,1,0.0510204081633,11174609.0933,4.9,36600644.0,3.57,True,False
601519.XSHG_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,601519.XSHG,5.15,5.15,5.15,4.96,5.08,43514008.0,62.0,5.26,5.41,5.41,5.1,5.16,35746398.0,63.0,5.52,5.52,5.52,5.29,5.29,41885258.0,64.0,,,,,,,,1.0,3.0,5.31,2009600.0,09:30:00,4.0,1,6,0.0510204081633,10882885.7973,4.9,36600644.0,3.57,True,False
601558.XSHG_2017-07-26,0.993710691824,2017-07-26 00:00:00,2017-07-25 00:00:00,601558.XSHG,1.44,1.44,1.51,1.43,1.44,25852502.0,31.0,1.51,1.51,1.51,1.51,1.51,21842832.0,32.0,1.59,1.59,1.59,1.53,1.59,228137724.0,33.0,1.59,1.63,1.67,1.57,1.58,128912747.0,34.0,2.0,1.0,1.59,8386100.0,09:30:00,0.0,0,7,0.0529801324503,78303700.5309,2.44,491558325.0,1.36,True,False
601558.XSHG_2017-08-08,0.982954545455,2017-08-08 00:00:00,2017-08-07 00:00:00,601558.XSHG,1.6,1.62,1.66,1.57,1.57,61475494.0,40.0,1.68,1.68,1.68,1.59,1.6,65862213.0,41.0,1.75,1.76,1.76,1.69,1.71,178877463.0,42.0,1.73,1.76,1.84,1.71,1.73,79392251.0,43.0,2.0,1.0,1.69,48916500.0,09:39:00,2.0,1,0,0.05,77127903.6962,2.44,491558325.0,1.36,True,False
601600.XSHG_2017-08-02,0.992424242424,2017-08-02 00:00:00,2017-08-01 00:00:00,601600.XSHG,5.98,5.98,5.98,5.39,5.42,376407671.0,36.0,6.0,6.16,6.58,5.94,6.08,360537328.0,37.0,6.42,6.6,6.6,5.89,5.93,521088672.0,38.0,6.71,7.0,7.06,6.46,6.55,605464931.0,39.0,1.0,2.0,5.89,300469900.0,11:17:00,1.0,0,1,0.0992647058824,114591099.388,5.9,490219835.0,4.04,False,False
601611.XSHG_2017-08-18,1.01423220974,2017-08-18 00:00:00,2017-08-17 00:00:00,601611.XSHG,11.04,11.07,11.94,10.76,10.76,12689587.0,48.0,12.14,12.14,12.14,11.29,11.3,38855437.0,49.0,13.35,13.35,13.35,12.75,13.35,154661528.0,50.0,13.62,14.26,14.69,13.34,13.54,147979641.0,51.0,2.0,1.0,12.75,79247100.0,10:28:00,0.0,0,3,0.0996705107084,15395538.7619,18.02,43106168.0,10.36,False,False
601619.XSHG_2017-08-15,1.06126914661,2017-08-15 00:00:00,2017-08-14 00:00:00,601619.XSHG,8.34,8.34,8.34,8.34,8.34,14320030.0,16.0,8.31,8.99,9.17,8.1,8.7,128092183.0,17.0,9.14,9.14,9.14,8.19,8.19,82407078.0,18.0,10.05,10.05,10.05,9.6,9.7,60264782.0,19.0,1.0,18.0,8.21,34196200.0,09:38:00,,0,1,0.100638977636,,7.58,851982.0,1.51,False,True
601619.XSHG_2017-08-16,1.0039800995,2017-08-16 00:00:00,2017-08-15 00:00:00,601619.XSHG,8.31,8.99,9.17,8.1,8.7,128092183.0,17.0,9.14,9.14,9.14,8.19,8.19,82407078.0,18.0,10.05,10.05,10.05,9.6,9.7,60264782.0,19.0,9.85,10.45,11.06,9.5,10.09,119519375.0,20.0,2.0,1.0,9.62,26160500.0,09:31:00,0.0,0,2,0.100263852243,,8.34,14320030.0,1.51,False,True
601619.XSHG_2017-08-25,1.10008779631,2017-08-25 00:00:00,2017-08-24 00:00:00,601619.XSHG,9.41,9.63,10.29,8.87,9.15,60465675.0,24.0,10.35,10.35,10.35,9.2,9.24,123667748.0,25.0,11.39,11.39,11.39,10.4,10.46,62967783.0,26.0,12.53,12.53,12.53,12.05,12.53,43037559.0,27.0,2.0,1.0,10.45,51389600.0,09:39:00,2.0,1,1,0.100483091787,110442780.667,10.45,128092183.0,1.51,False,True
601619.XSHG_2017-08-28,1.09976057462,2017-08-28 00:00:00,2017-08-25 00:00:00,601619.XSHG,10.35,10.35,10.35,9.2,9.24,123667748.0,25.0,11.39,11.39,11.39,10.4,10.46,62967783.0,26.0,12.53,12.53,12.53,12.05,12.53,43037559.0,27.0,12.25,13.78,13.78,12.17,13.78,88004925.0,28.0,3.0,2.0,12.53,2798100.0,09:30:00,2.0,1,2,0.100483091787,110442780.667,10.45,128092183.0,1.51,False,True
601619.XSHG_2017-08-29,0.89259796807,2017-08-29 00:00:00,2017-08-28 00:00:00,601619.XSHG,11.39,11.39,11.39,10.4,10.46,62967783.0,26.0,12.53,12.53,12.53,12.05,12.53,43037559.0,27.0,12.25,13.78,13.78,12.17,13.78,88004925.0,28.0,12.97,13.17,13.48,12.3,12.3,109425949.0,29.0,4.0,3.0,13.78,4489600.0,09:30:00,2.0,1,1,0.100483091787,110442780.667,10.45,128092183.0,1.51,False,True
601678.XSHG_2017-08-02,0.98121085595,2017-08-02 00:00:00,2017-08-01 00:00:00,601678.XSHG,8.38,8.98,9.47,8.31,8.62,62939368.0,34.0,8.71,9.22,9.22,8.46,9.0,78347650.0,35.0,9.58,9.58,9.58,8.77,8.77,123853972.0,36.0,9.27,9.45,10.54,9.1,9.4,75515923.0,37.0,1.0,1.0,8.78,59737100.0,10:54:00,0.0,0,6,0.0998851894374,14413514.0471,8.75,54429722.0,6.06,False,False
601789.XSHG_2017-07-27,0.946488294314,2017-07-27 00:00:00,2017-07-26 00:00:00,601789.XSHG,5.51,5.56,5.56,5.01,5.04,105683085.0,32.0,5.44,5.45,6.06,5.32,5.36,58049536.0,33.0,5.76,5.98,5.98,5.31,5.38,92391008.0,34.0,5.84,5.88,6.34,5.6,5.66,64309457.0,35.0,1.0,1.0,5.32,64219000.0,11:17:00,0.0,0,0,0.0910891089109,14176771.2941,7.03,98598200.0,4.59,False,False
601878.XSHG_2017-06-29,1.03641975309,2017-06-29 00:00:00,2017-06-28 00:00:00,601878.XSHG,13.39,13.39,13.39,13.39,13.39,123725.0,1.0,14.73,14.73,14.73,14.73,14.73,1149421.0,2.0,16.2,16.2,16.2,15.88,16.19,43571760.0,3.0,17.01,17.78,17.82,16.34,16.79,177872146.0,4.0,4.0,3.0,16.0,23611100.0,09:30:00,,0,1,0.100246507806,,12.17,257745.0,12.17,False,True
601878.XSHG_2017-08-28,1.04952294412,2017-08-28 00:00:00,2017-08-25 00:00:00,601878.XSHG,18.19,18.88,20.83,18.04,18.58,65556613.0,43.0,20.01,20.01,20.01,18.05,18.07,117330537.0,44.0,22.01,22.01,22.01,20.62,21.0,132532435.0,45.0,22.21,23.58,24.21,22.06,23.1,186098691.0,46.0,2.0,1.0,20.65,85577700.0,09:55:00,1.0,0,1,0.100054975261,73319340.3429,19.67,177872146.0,12.17,False,False
601919.XSHG_2017-07-28,1.00726744186,2017-07-28 00:00:00,2017-07-27 00:00:00,601919.XSHG,5.89,5.89,5.89,5.89,5.89,4355354.0,0.0,6.25,6.48,6.48,6.21,6.48,247899423.0,1.0,6.88,6.88,6.88,6.11,6.15,223489000.0,2.0,7.27,7.52,7.57,6.88,6.93,190721432.0,3.0,1.0,2.0,6.11,184168000.0,13:42:00,,0,1,0.100934579439,38738894.8452,6.5,111255472.0,5.01,False,False
