,change,date,last_day,stock,close0,high0,high_limit0,low0,open0,volume0,day0,close1,high1,high_limit1,low1,open1,volume1,day1,close2,high2,high_limit2,low2,open2,volume2,day2,close3,high3,high_limit3,low3,open3,volume3,day3,recent,last_recent,minute_low,minute_volume,minute,nearby,wave,top_count,vol5,volume_mean,recent_high,volume_high,recent_low,st,isnew
300198.XSHE_2017-09-06,1.09964412811,2017-09-06 00:00:00,2017-09-05 00:00:00,300198.XSHE,6.96,6.96,6.96,6.96,6.96,1162500.0,1.0,7.66,7.66,7.66,7.6,7.66,96360331.0,2.0,8.43,8.43,8.43,7.84,7.89,94663246.0,3.0,9.08,9.27,9.27,8.88,9.27,173568830.0,4.0,4.0,3.0,7.92,40254800.0,09:32:00,,0,1,0.100869565217,14495967.8795,7.79,57085568.0,5.61,False,False
300198.XSHE_2017-09-07,1.00647249191,2017-09-07 00:00:00,2017-09-06 00:00:00,300198.XSHE,7.66,7.66,7.66,7.6,7.66,96360331.0,2.0,8.43,8.43,8.43,7.84,7.89,94663246.0,3.0,9.08,9.27,9.27,8.88,9.27,173568830.0,4.0,8.58,9.64,9.99,8.58,9.33,225561888.0,5.0,5.0,4.0,9.22,27858000.0,09:30:00,,0,2,0.100869565217,14567542.7439,7.79,57085568.0,5.61,False,False
300213.XSHE_2017-08-15,1.01770833333,2017-08-15 00:00:00,2017-08-14 00:00:00,300213.XSHE,7.94,7.95,8.6,7.68,7.79,5707137.0,45.0,8.73,8.73,8.73,7.9,7.9,9801004.0,46.0,9.6,9.6,9.6,9.14,9.4,34184654.0,47.0,9.88,10.18,10.56,9.62,9.77,51536981.0,48.0,2.0,1.0,9.15,18429900.0,09:54:00,0.0,0,2,0.0996563573883,7224531.16867,11.94,26305424.0,7.17,False,False
300222.XSHE_2017-07-31,,2017-07-31 00:00:00,2017-07-28 00:00:00,300222.XSHE,23.46,23.46,23.46,20.57,21.35,28796086.0,34.0,24.47,25.22,25.81,23.56,23.66,36959697.0,35.0,25.7,26.92,26.92,24.11,24.35,45534082.0,36.0,,,,,,,,1.0,2.0,24.12,22408800.0,10:32:00,1.0,0,1,0.0998593530239,16041551.0471,29.4,53336251.0,18.42,False,False
300223.XSHE_2017-09-01,1.00029949087,2017-09-01 00:00:00,2017-08-31 00:00:00,300223.XSHE,27.59,27.85,29.49,26.67,26.81,4983768.0,58.0,30.35,30.35,30.35,27.17,27.57,12327759.0,59.0,33.38,33.39,33.39,29.78,30.8,15995610.0,60.0,34.8,36.6,36.72,32.89,33.4,18095826.0,61.0,2.0,1.0,29.8,12388400.0,14:20:00,1.0,0,3,0.100036245016,4115933.42169,28.58,12232667.0,20.0,False,False
300224.XSHE_2017-07-10,0.977995110024,2017-07-10 00:00:00,2017-07-07 00:00:00,300224.XSHE,10.14,10.53,10.65,9.52,9.52,20787192.0,19.0,11.15,11.15,11.15,10.06,10.06,19658624.0,20.0,12.27,12.27,12.27,11.72,11.75,50910700.0,21.0,11.15,12.0,13.5,11.04,12.0,43774902.0,22.0,2.0,1.0,11.76,3863700.0,09:31:00,1.0,0,4,0.100448430493,5224028.11905,13.09,15608789.0,7.68,False,False
300224.XSHE_2017-08-22,1.00230591852,2017-08-22 00:00:00,2017-08-21 00:00:00,300224.XSHE,10.75,11.0,12.21,10.62,10.97,12810140.0,50.0,11.83,11.83,11.83,11.83,11.83,6546253.0,51.0,13.01,13.01,13.01,12.33,12.67,48119422.0,52.0,12.8,13.05,14.31,12.35,13.04,86052438.0,53.0,2.0,1.0,12.35,29086100.0,09:33:00,3.0,1,1,0.100465116279,12991640.9878,12.68,50910700.0,7.68,False,False
300229.XSHE_2017-08-28,1.03169670603,2017-08-28 00:00:00,2017-08-25 00:00:00,300229.XSHE,13.3,13.97,15.06,13.25,13.74,17554696.0,54.0,14.63,14.63,14.63,13.71,13.71,15081539.0,55.0,16.09,16.09,16.09,15.73,16.09,28345806.0,56.0,15.97,16.6,17.7,15.79,16.6,42687035.0,57.0,2.0,1.0,15.88,8484900.0,09:30:00,1.0,0,1,0.1,3818184.61446,15.08,37049320.0,10.43,False,False
300248.XSHE_2017-07-05,1.02889001521,2017-07-05 00:00:00,2017-07-04 00:00:00,300248.XSHE,16.31,16.41,17.79,16.01,16.08,2944836.0,16.0,17.94,17.94,17.94,16.12,16.31,5588172.0,17.0,19.73,19.73,19.73,18.3,18.59,10064970.0,18.0,19.89,20.62,21.7,19.5,20.3,28453453.0,19.0,2.0,1.0,18.46,5026400.0,09:34:00,0.0,0,1,0.0999386879215,2693245.24706,23.72,12639977.0,13.65,False,False
300284.XSHE_2017-07-27,0.99724137931,2017-07-27 00:00:00,2017-07-26 00:00:00,300284.XSHE,18.36,18.78,20.45,18.23,18.51,1914560.0,32.0,19.77,20.2,20.2,19.31,20.2,34144594.0,33.0,21.75,21.75,21.75,18.85,19.3,54410562.0,34.0,22.03,22.5,23.93,21.03,21.69,59525134.0,35.0,1.0,1.0,18.86,30368100.0,10:42:00,0.0,0,1,0.100151745068,3805553.90588,21.05,8760214.0,16.84,False,False
300310.XSHE_2017-08-22,0.91606557377,2017-08-22 00:00:00,2017-08-21 00:00:00,300310.XSHE,12.6,12.64,13.21,12.0,12.0,21852351.0,43.0,13.86,13.86,13.86,13.86,13.86,3029644.0,44.0,14.05,15.25,15.25,13.86,15.25,114907063.0,45.0,13.01,13.97,15.46,12.95,13.97,81075823.0,46.0,2.0,1.0,15.2,15546600.0,09:30:00,0.0,0,1,0.1,12072519.3214,15.21,29743422.0,10.11,False,False
300312.XSHE_2017-08-17,0.996810207337,2017-08-17 00:00:00,2017-08-16 00:00:00,300312.XSHE,10.36,10.4,11.41,10.25,10.37,2650450.0,41.0,11.4,11.4,11.4,10.46,10.46,9820205.0,42.0,12.49,12.54,12.54,12.04,12.04,20699514.0,43.0,12.6,12.8,13.74,12.26,12.5,35673162.0,44.0,2.0,1.0,12.06,6959700.0,09:34:00,1.0,0,1,0.100386100386,7812425.2963,17.89,31613533.0,9.55,False,False
300313.XSHE_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,300313.XSHE,14.41,14.41,14.41,14.41,14.41,178200.0,0.0,15.85,15.85,15.85,15.85,15.85,455449.0,1.0,17.44,17.44,17.44,16.76,17.44,13028377.0,2.0,,,,,,,,3.0,2.0,17.12,3290500.0,09:30:00,0.0,0,1,0.100315457413,4757645.0241,21.8,16096722.0,12.16,False,False
300328.XSHE_2017-06-22,0.897534668721,2017-06-22 00:00:00,2017-06-21 00:00:00,300328.XSHE,11.29,11.29,11.29,10.3,10.3,4937731.0,7.0,11.8,12.28,12.42,11.52,11.81,38996923.0,8.0,12.22,12.98,12.98,11.64,11.64,53860194.0,9.0,11.62,11.78,13.44,11.15,11.65,34193191.0,10.0,1.0,2.0,11.66,31414100.0,10:36:00,1.0,0,1,0.100389863548,3418882.75294,12.45,7691163.0,9.3,False,False
300344.XSHE_2017-08-03,0.93231441048,2017-08-03 00:00:00,2017-08-02 00:00:00,300344.XSHE,11.35,11.58,12.14,11.0,11.06,25663130.0,37.0,12.49,12.49,12.49,11.1,11.3,36637456.0,38.0,12.93,13.74,13.74,12.85,13.1,67205107.0,39.0,13.1,13.37,14.22,12.53,12.81,49366453.0,40.0,2.0,1.0,,,,0.0,0,0,0.100440528634,31076827.4795,19.52,109884400.0,9.5,False,False
300344.XSHE_2017-08-14,0.98046875,2017-08-14 00:00:00,2017-08-11 00:00:00,300344.XSHE,12.98,13.39,14.52,12.6,13.26,31497543.0,44.0,13.96,14.28,14.28,12.77,12.82,76814874.0,45.0,15.36,15.36,15.36,13.9,13.96,73268962.0,46.0,14.93,15.44,16.9,14.72,15.06,55123389.0,47.0,1.0,1.0,13.96,71482400.0,14:52:00,1.0,0,1,0.100286532951,33084206.7917,19.52,109884400.0,9.5,False,False
300359.XSHE_2017-07-31,0.974693251534,2017-07-31 00:00:00,2017-07-28 00:00:00,300359.XSHE,11.51,11.51,11.51,10.43,10.5,19706257.0,34.0,11.85,12.48,12.66,11.51,11.51,33325198.0,35.0,12.89,13.04,13.04,11.53,11.69,41090966.0,36.0,12.51,12.82,14.18,12.26,12.71,26968519.0,37.0,1.0,2.0,11.54,24014400.0,11:25:00,1.0,0,2,0.100382409178,9271956.64706,20.75,33477081.0,10.15,False,False
300377.XSHE_2017-08-03,1.02274573517,2017-08-03 00:00:00,2017-08-02 00:00:00,300377.XSHE,10.66,10.74,11.7,10.4,10.58,12192917.0,37.0,11.19,11.73,11.73,10.53,10.56,35983774.0,38.0,12.31,12.31,12.31,10.9,11.03,51377483.0,39.0,12.96,13.26,13.54,12.25,12.59,68495526.0,40.0,1.0,1.0,10.91,22458100.0,10:02:00,1.0,0,2,0.100089365505,12418219.7619,16.03,36341040.0,9.3,False,False
300377.XSHE_2017-08-09,0.975143403442,2017-08-09 00:00:00,2017-08-08 00:00:00,300377.XSHE,12.96,13.58,14.26,12.5,12.7,58588460.0,41.0,14.26,14.26,14.26,12.63,12.72,94049954.0,42.0,15.68,15.69,15.69,14.02,14.1,112220403.0,43.0,15.85,16.44,17.25,15.11,15.3,87588043.0,44.0,2.0,1.0,14.06,105507000.0,14:53:00,2.0,0,1,0.100308641975,12282639.7561,15.26,68495526.0,9.3,False,False
300386.XSHE_2017-08-15,1.03305785124,2017-08-15 00:00:00,2017-08-14 00:00:00,300386.XSHE,16.0,16.59,17.75,15.8,15.82,5117952.0,45.0,17.6,17.6,17.6,16.21,16.3,6482326.0,46.0,19.36,19.36,19.36,19.08,19.36,14343697.0,47.0,19.93,20.0,21.3,19.09,20.0,35500763.0,48.0,2.0,1.0,19.36,955700.0,09:30:00,0.0,0,2,0.1,4148444.66265,21.37,13132995.0,14.5,False,False
300391.XSHE_2017-07-18,1.00057504313,2017-07-18 00:00:00,2017-07-17 00:00:00,300391.XSHE,15.19,15.31,16.83,14.91,15.31,689984.0,25.0,15.81,16.71,16.71,15.0,16.31,6225087.0,26.0,17.39,17.39,17.39,15.05,15.86,6774267.0,27.0,17.52,18.1,19.13,16.97,17.4,6962631.0,28.0,1.0,1.0,15.05,6173900.0,14:45:00,0.0,0,1,0.0999367488931,1296295.48235,23.2,2756564.0,14.66,False,False
300418.XSHE_2017-07-27,1.03419811321,2017-07-27 00:00:00,2017-07-26 00:00:00,300418.XSHE,21.3,21.94,22.8,21.1,21.47,27165528.0,32.0,23.13,23.43,23.43,22.5,23.43,79166344.0,33.0,25.44,25.44,25.44,22.0,22.5,85381893.0,34.0,26.85,27.35,27.98,25.95,26.31,127407865.0,35.0,1.0,1.0,22.28,60327400.0,10:40:00,0.0,0,1,0.0998702983139,10536811.7059,24.72,25749826.0,18.96,False,False
300440.XSHE_2017-08-31,1.02301790281,2017-08-31 00:00:00,2017-08-30 00:00:00,300440.XSHE,14.43,14.43,14.43,13.12,14.43,43688626.0,0.0,14.22,15.58,15.87,14.02,14.39,49066872.0,1.0,15.64,15.64,15.64,13.85,13.85,35925424.0,2.0,16.2,17.2,17.2,15.8,16.0,67488635.0,3.0,1.0,2.0,13.86,30788200.0,10:29:00,,0,1,0.0998593530239,5543869.88235,18.37,14764773.0,11.9,False,False
300440.XSHE_2017-09-01,0.91976744186,2017-09-01 00:00:00,2017-08-31 00:00:00,300440.XSHE,14.22,15.58,15.87,14.02,14.39,49066872.0,1.0,15.64,15.64,15.64,13.85,13.85,35925424.0,2.0,16.2,17.2,17.2,15.8,16.0,67488635.0,3.0,15.5,16.08,17.82,15.43,15.82,40165963.0,4.0,2.0,1.0,15.8,36776500.0,10:03:00,0.0,0,0,0.0998593530239,5434097.22619,18.37,43688626.0,11.9,False,False
300458.XSHE_2017-09-06,1.00058513751,2017-09-06 00:00:00,2017-09-05 00:00:00,300458.XSHE,30.81,30.81,30.81,28.6,28.75,8365257.0,61.0,31.07,32.59,33.89,30.07,32.58,20331557.0,62.0,34.18,34.18,34.18,30.18,30.34,23564166.0,63.0,32.38,34.95,37.6,32.38,34.2,19321843.0,64.0,1.0,2.0,30.18,16526900.0,13:51:00,1.0,0,1,0.100096556164,3623457.53571,31.25,11441304.0,23.33,False,False
300460.XSHE_2017-08-25,0.96512935883,2017-08-25 00:00:00,2017-08-24 00:00:00,300460.XSHE,15.41,15.5,16.94,15.28,15.28,575094.0,53.0,16.16,16.95,16.95,15.33,15.33,4073714.0,54.0,17.5,17.78,17.78,15.69,15.89,3965488.0,55.0,17.63,19.25,19.25,17.0,17.16,5489752.0,56.0,1.0,1.0,15.69,3533900.0,14:55:00,0.0,0,0,0.0829207920792,903988.764706,20.58,2587642.0,14.11,False,False
300460.XSHE_2017-08-28,0.939220779221,2017-08-28 00:00:00,2017-08-25 00:00:00,300460.XSHE,16.16,16.95,16.95,15.33,15.33,4073714.0,54.0,17.5,17.78,17.78,15.69,15.89,3965488.0,55.0,17.63,19.25,19.25,17.0,17.16,5489752.0,56.0,17.03,18.08,19.39,17.01,18.08,2954690.0,57.0,1.0,1.0,17.0,781600.0,09:36:00,0.0,0,0,0.0829207920792,902068.380952,20.58,2587642.0,14.11,False,False
300467.XSHE_2017-08-29,0.954784688995,2017-08-29 00:00:00,2017-08-28 00:00:00,300467.XSHE,36.13,36.27,37.62,34.16,34.74,2932472.0,44.0,38.0,39.74,39.74,36.3,36.34,6986443.0,45.0,41.0,41.8,41.8,38.06,38.87,11983718.0,46.0,39.39,40.32,45.1,39.0,39.91,5924000.0,47.0,1.0,1.0,38.06,7675600.0,10:42:00,2.0,0,1,0.0789473684211,2589896.95181,55.83,9544069.0,31.09,False,False
300489.XSHE_2017-08-08,1.01112877583,2017-08-08 00:00:00,2017-08-07 00:00:00,300489.XSHE,22.65,23.82,23.82,21.59,21.65,2503304.0,40.0,22.87,22.91,24.92,22.26,22.57,1600600.0,41.0,25.16,25.16,25.16,22.6,22.67,6346370.0,42.0,25.21,26.25,27.68,24.88,25.44,7537786.0,43.0,1.0,1.0,22.6,3331100.0,13:47:00,0.0,0,3,0.100131176213,1089164.94118,35.4,3501525.0,20.28,False,False
300493.XSHE_2017-09-07,0.965435041716,2017-09-07 00:00:00,2017-09-06 00:00:00,300493.XSHE,13.86,14.67,15.46,13.7,14.22,9323086.0,62.0,15.25,15.25,15.25,13.4,13.72,10902855.0,63.0,16.78,16.78,16.78,15.73,15.8,30246902.0,64.0,15.98,16.3,18.46,15.54,16.2,21654298.0,65.0,2.0,1.0,15.86,7228500.0,09:35:00,1.0,0,4,0.100327868852,3051092.2439,17.22,14899834.0,11.45,False,False
300496.XSHE_2017-09-05,1.01008161306,2017-09-05 00:00:00,2017-09-04 00:00:00,300496.XSHE,35.0,35.38,36.31,32.71,33.05,16341417.0,60.0,37.87,38.5,38.5,36.0,36.49,33275738.0,61.0,41.66,41.66,41.66,36.96,37.1,40285671.0,62.0,45.83,45.83,45.83,41.13,42.08,37484999.0,63.0,1.0,1.0,36.96,36552200.0,14:48:00,0.0,0,2,0.100079218379,6805114.18072,35.73,22039747.0,24.04,False,False
300496.XSHE_2017-09-06,1.04429413048,2017-09-06 00:00:00,2017-09-05 00:00:00,300496.XSHE,37.87,38.5,38.5,36.0,36.49,33275738.0,61.0,41.66,41.66,41.66,36.96,37.1,40285671.0,62.0,45.83,45.83,45.83,41.13,42.08,37484999.0,63.0,44.71,48.88,50.41,43.52,47.86,49666805.0,64.0,2.0,1.0,41.15,35488400.0,13:49:00,0.0,0,1,0.100096015362,6839033.21951,35.73,22039747.0,24.04,False,False
300500.XSHE_2017-08-07,1.10006455778,2017-08-07 00:00:00,2017-08-04 00:00:00,300500.XSHE,25.6,26.0,27.59,25.1,25.1,936136.0,16.0,28.16,28.16,28.16,27.0,27.02,2977648.0,17.0,30.98,30.98,30.98,29.0,29.5,4477482.0,18.0,34.07,34.08,34.08,32.95,34.08,10339596.0,19.0,2.0,1.0,29.05,3742900.0,09:49:00,0.0,0,1,0.100142045455,1618605.55294,46.85,5168637.0,24.22,False,False
300500.XSHE_2017-08-08,0.99970657277,2017-08-08 00:00:00,2017-08-07 00:00:00,300500.XSHE,28.16,28.16,28.16,27.0,27.02,2977648.0,17.0,30.98,30.98,30.98,29.0,29.5,4477482.0,18.0,34.07,34.08,34.08,32.95,34.08,10339596.0,19.0,33.2,34.07,37.48,32.03,34.07,6350622.0,20.0,3.0,2.0,34.08,1016700.0,09:30:00,0.0,0,1,0.100142045455,1623471.29762,46.85,5168637.0,24.22,False,False
300500.XSHE_2017-08-14,1.0026123302,2017-08-14 00:00:00,2017-08-11 00:00:00,300500.XSHE,31.64,34.14,36.52,31.5,32.9,6771170.0,21.0,34.8,34.8,34.8,30.96,31.59,8813926.0,22.0,38.28,38.28,38.28,35.35,36.45,12268244.0,23.0,39.01,39.7,42.11,36.84,38.38,11616098.0,24.0,2.0,1.0,35.35,8966400.0,11:29:00,2.0,1,1,0.1,1610432.21951,46.33,10339596.0,24.22,False,False
300505.XSHE_2017-06-14,0.9784189005,2017-06-14 00:00:00,2017-06-13 00:00:00,300505.XSHE,36.38,37.54,38.86,34.4,34.75,2380485.0,1.0,40.02,40.02,40.02,35.99,36.28,5764953.0,2.0,44.02,44.02,44.02,39.16,39.2,7458632.0,3.0,42.87,44.36,48.42,42.07,43.07,7208420.0,4.0,2.0,1.0,39.23,7197725.0,14:37:00,0.0,0,1,0.100054975261,1914692.08235,67.12,5885270.0,31.42,False,False
300510.XSHE_2017-09-04,1.00392867936,2017-09-04 00:00:00,2017-09-01 00:00:00,300510.XSHE,29.27,29.27,29.27,26.61,26.83,3506621.0,29.0,30.08,31.5,32.2,29.72,31.5,4988711.0,30.0,33.09,33.09,33.09,29.9,30.05,4966729.0,31.0,32.05,34.36,36.4,31.83,33.22,5900876.0,32.0,1.0,2.0,29.9,4531500.0,14:35:00,1.0,0,1,0.100066489362,4771209.0241,48.93,14558489.0,23.7,False,False
300520.XSHE_2017-09-05,1.08663626798,2017-09-05 00:00:00,2017-09-04 00:00:00,300520.XSHE,23.56,24.18,24.57,21.88,22.5,9425242.0,60.0,25.92,25.92,25.92,22.91,23.23,11771774.0,61.0,28.51,28.51,28.51,26.12,26.41,11332290.0,62.0,31.36,31.36,31.36,29.45,30.98,24138723.0,63.0,2.0,1.0,26.15,8830600.0,09:58:00,2.0,0,1,0.100169779287,2872252.27711,27.19,13857844.0,17.26,False,False
300520.XSHE_2017-09-06,1.07142857143,2017-09-06 00:00:00,2017-09-05 00:00:00,300520.XSHE,25.92,25.92,25.92,22.91,23.23,11771774.0,61.0,28.51,28.51,28.51,26.12,26.41,11332290.0,62.0,31.36,31.36,31.36,29.45,30.98,24138723.0,63.0,33.4,34.5,34.5,32.82,33.6,22512734.0,64.0,3.0,2.0,29.49,7594900.0,09:41:00,2.0,0,3,0.100169779287,2886211.82927,27.19,13857844.0,17.26,False,False
300520.XSHE_2017-09-07,0.971594202899,2017-09-07 00:00:00,2017-09-06 00:00:00,300520.XSHE,28.51,28.51,28.51,26.12,26.41,11332290.0,62.0,31.36,31.36,31.36,29.45,30.98,24138723.0,63.0,33.4,34.5,34.5,32.82,33.6,22512734.0,64.0,31.25,33.93,36.74,30.58,33.52,23118460.0,65.0,4.0,3.0,33.25,4129200.0,09:31:00,2.0,0,1,0.100169779287,2904670.28395,27.19,13857844.0,17.26,False,False
300534.XSHE_2017-08-16,1.0246277205,2017-08-16 00:00:00,2017-08-15 00:00:00,300534.XSHE,14.43,14.48,15.64,13.91,14.11,4229488.0,46.0,15.87,15.87,15.87,14.34,14.47,9358394.0,47.0,17.46,17.46,17.46,16.0,16.2,29468310.0,48.0,17.32,17.89,19.21,16.88,17.89,26549561.0,49.0,2.0,1.0,16.04,15629200.0,10:03:00,0.0,0,3,0.100189035917,12995195.6329,31.56,41192241.0,13.7,False,False
300543.XSHE_2017-08-17,1.01062176166,2017-08-17 00:00:00,2017-08-16 00:00:00,300543.XSHE,31.9,32.46,34.56,31.42,31.65,1838466.0,24.0,35.09,35.09,35.09,31.85,31.99,4451055.0,25.0,38.6,38.6,38.6,35.75,35.98,8797398.0,26.0,39.3,40.85,42.46,38.63,39.01,9719385.0,27.0,2.0,1.0,35.88,5186700.0,10:01:00,0.0,0,5,0.100028498148,2528565.5,62.01,7272631.0,30.11,False,False
300555.XSHE_2017-06-15,0.954508529651,2017-06-15 00:00:00,2017-06-14 00:00:00,300555.XSHE,22.74,22.74,22.74,20.95,21.15,8153411.0,2.0,22.38,23.74,25.01,22.11,23.54,10438001.0,3.0,24.14,24.62,24.62,21.99,22.12,17374797.0,4.0,24.15,24.18,26.55,22.67,23.5,12879438.0,5.0,1.0,2.0,22.06,13282304.0,14:17:00,1.0,0,1,0.100145137881,3200927.80723,25.34,11002500.0,16.99,False,False
300562.XSHE_2017-09-08,,2017-09-08 00:00:00,2017-09-07 00:00:00,300562.XSHE,21.99,22.03,24.01,21.31,21.8,5751093.0,63.0,24.19,24.19,24.19,22.3,22.3,8384042.0,64.0,26.61,26.61,26.61,25.25,25.25,11468661.0,65.0,,,,,,,,2.0,1.0,25.25,6744700.0,09:36:00,1.0,0,1,0.100045475216,4844173.04762,39.23,11233646.0,18.77,False,False
300568.XSHE_2017-06-14,0.961538461538,2017-06-14 00:00:00,2017-06-13 00:00:00,300568.XSHE,35.67,37.0,40.87,35.51,36.86,1421115.0,1.0,39.24,39.24,39.24,35.13,35.27,3723415.0,2.0,41.08,43.16,43.16,39.59,39.62,6289050.0,3.0,41.64,41.95,45.19,40.7,41.5,2792752.0,4.0,2.0,1.0,39.65,3576800.0,09:48:00,0.0,0,0,0.100084104289,2957174.96429,54.09,9320877.0,36.0,False,False
300571.XSHE_2017-07-10,0.950880243425,2017-07-10 00:00:00,2017-07-07 00:00:00,300571.XSHE,152.1,154.49,158.24,143.85,144.0,926740.0,19.0,167.31,167.31,167.31,167.31,167.31,168200.0,20.0,183.0,184.04,184.04,168.88,184.04,4457309.0,21.0,164.7,175.99,201.3,164.7,175.0,1345600.0,22.0,2.0,1.0,184.04,35500.0,09:30:00,0.0,0,1,0.1,1007208.60241,164.66,3785205.0,105.39,False,False
300589.XSHE_2017-07-07,0.965379494008,2017-07-07 00:00:00,2017-07-06 00:00:00,300589.XSHE,24.83,24.93,26.96,24.51,24.51,1672434.0,18.0,27.31,27.31,27.31,26.6,27.01,3964975.0,19.0,30.04,30.04,30.04,28.96,30.04,4185350.0,20.0,28.18,29.72,33.04,28.18,29.0,9540106.0,21.0,2.0,1.0,29.05,1870300.0,09:30:00,0.0,0,1,0.0999633833761,3671815.84706,40.48,11895939.0,21.52,False,False
300606.XSHE_2017-07-07,0.956049774954,2017-07-07 00:00:00,2017-07-06 00:00:00,300606.XSHE,32.13,32.2,34.56,31.23,31.48,1267264.0,18.0,34.34,35.34,35.34,32.14,32.14,3603100.0,19.0,37.76,37.77,37.77,34.31,34.36,4584811.0,20.0,35.19,36.9,41.54,34.71,36.11,3381047.0,21.0,1.0,1.0,34.54,4465500.0,14:56:00,0.0,0,0,0.0995923121724,2593084.25301,49.95,14397341.0,28.54,False,False
300609.XSHE_2017-07-12,0.92633114515,2017-07-12 00:00:00,2017-07-11 00:00:00,300609.XSHE,51.1,51.1,51.1,51.1,51.1,1381315.0,21.0,49.85,53.51,56.21,48.5,51.1,14269042.0,22.0,52.42,54.84,54.84,50.25,50.25,13763361.0,23.0,49.9,51.17,57.66,47.38,50.8,10523890.0,24.0,1.0,5.0,50.38,6452200.0,09:47:00,5.0,1,1,0.100107642626,2957012.65278,76.16,17114140.0,31.63,False,False
300609.XSHE_2017-09-04,0.982800982801,2017-09-04 00:00:00,2017-09-01 00:00:00,300609.XSHE,48.76,49.56,49.56,45.3,45.36,8210306.0,59.0,48.1,48.58,53.64,46.98,48.58,6028038.0,60.0,52.91,52.91,52.91,47.8,48.28,6263070.0,61.0,53.48,56.0,58.2,50.35,52.0,9292431.0,62.0,1.0,1.0,47.82,5553600.0,10:58:00,7.0,1,1,0.1,3318304.05195,54.84,14269042.0,31.63,False,False
300613.XSHE_2017-09-06,0.980861244019,2017-09-06 00:00:00,2017-09-05 00:00:00,300613.XSHE,181.27,181.27,181.27,181.27,181.27,437390.0,61.0,190.0,196.55,199.4,186.21,194.0,2663330.0,62.0,209.0,209.0,209.0,188.07,191.57,2747546.0,63.0,196.0,207.97,229.9,195.9,205.0,2228293.0,64.0,1.0,3.0,188.07,2429800.0,14:51:00,2.0,1,1,0.100006068329,583409.289157,190.11,1959580.0,127.01,False,False
300618.XSHE_2017-06-14,0.941513164741,2017-06-14 00:00:00,2017-06-13 00:00:00,300618.XSHE,79.41,81.77,88.07,78.78,79.11,3432517.0,1.0,87.35,87.35,87.35,80.02,80.2,3956528.0,2.0,89.12,96.09,96.09,87.8,93.98,11745984.0,3.0,93.05,95.55,98.03,89.22,90.47,8610105.0,4.0,2.0,1.0,93.05,1861800.0,09:31:00,0.0,0,0,0.0999874071276,4094186.64286,109.7,22028921.0,14.94,False,False
300618.XSHE_2017-07-07,0.997133674976,2017-07-07 00:00:00,2017-07-06 00:00:00,300618.XSHE,102.54,102.54,102.54,92.7,93.19,7223666.0,18.0,104.66,106.55,112.79,101.0,102.0,9614895.0,19.0,115.13,115.13,115.13,104.68,105.0,9516313.0,20.0,118.0,119.68,126.64,112.63,114.8,8034589.0,21.0,1.0,2.0,104.69,7493800.0,14:01:00,2.0,0,1,0.100038218995,4500404.98246,109.7,22028921.0,14.94,False,False
300618.XSHE_2017-08-29,1.00252346029,2017-08-29 00:00:00,2017-08-28 00:00:00,300618.XSHE,104.8,108.47,112.2,99.5,102.01,4055900.0,55.0,115.28,115.28,115.28,106.2,107.3,6376833.0,56.0,126.81,126.81,126.81,119.0,120.0,9817948.0,57.0,139.49,139.49,139.49,125.0,127.13,7787471.0,58.0,2.0,1.0,120.0,3754100.0,09:43:00,3.0,0,7,0.100017349063,4120708.02532,119.68,11745984.0,68.3,False,False
300618.XSHE_2017-08-30,1.01799412144,2017-08-30 00:00:00,2017-08-29 00:00:00,300618.XSHE,115.28,115.28,115.28,106.2,107.3,6376833.0,56.0,126.81,126.81,126.81,119.0,120.0,9817948.0,57.0,139.49,139.49,139.49,125.0,127.13,7787471.0,58.0,153.44,153.44,153.44,140.5,142.0,5020650.0,59.0,3.0,2.0,125.0,7490200.0,13:56:00,3.0,0,1,0.100017349063,4148585.88462,119.68,11745984.0,68.3,False,False
300618.XSHE_2017-08-31,1.01668404588,2017-08-31 00:00:00,2017-08-30 00:00:00,300618.XSHE,126.81,126.81,126.81,119.0,120.0,9817948.0,57.0,139.49,139.49,139.49,125.0,127.13,7787471.0,58.0,153.44,153.44,153.44,140.5,142.0,5020650.0,59.0,157.77,168.78,168.78,145.8,156.0,8710815.0,60.0,4.0,3.0,140.51,4422800.0,13:13:00,3.0,0,1,0.100017349063,4158189.74026,119.68,11745984.0,68.6,False,False
300618.XSHE_2017-09-05,0.939033060789,2017-09-05 00:00:00,2017-08-31 00:00:00,300618.XSHE,139.49,139.49,139.49,125.0,127.13,7787471.0,58.0,153.44,153.44,153.44,140.5,142.0,5020650.0,59.0,157.77,168.78,168.78,145.8,156.0,8710815.0,60.0,173.55,173.55,173.55,157.77,158.49,4748406.0,61.0,5.0,4.0,146.01,7012400.0,14:07:00,3.0,0,0,0.100017349063,4178747.17105,126.81,11745984.0,68.6,False,False
300618.XSHE_2017-09-06,1.04292711034,2017-09-06 00:00:00,2017-09-05 00:00:00,300618.XSHE,153.44,153.44,153.44,140.5,142.0,5020650.0,59.0,157.77,168.78,168.78,145.8,156.0,8710815.0,60.0,173.55,173.55,173.55,157.77,158.49,4748406.0,61.0,171.0,184.82,190.91,167.95,181.0,6879077.0,62.0,1.0,5.0,158.01,3395400.0,10:23:00,6.0,1,2,0.100019015022,4178747.17105,139.49,11745984.0,68.6,False,False
