,win_ratio,mean,count
~speedup1-jump2-~isnew-~yz0-top0-opentop0-~opentop1-top1,0.606557377049,1.03050861351,61
~speedup1-jump2-small_volume-yz0-~yz1-top1-opentop1,0.733333333333,1.02543997392,45
~speedup1-jump2-small_volume-yz0-~opentop1-top1,0.661290322581,1.02257940147,62
~speedup1-jump2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.622641509434,1.02961037318,53
~speedup1-foot0-small_volume-yz0-~yz1-top1-opentop1,0.683333333333,1.02168779904,60
speedup1-~foot0-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.645161290323,1.02696425049,31
~speedup1-~foot1-small_volume-yz0-~yz1-top1-opentop1,0.683333333333,1.02168779904,60
~speedup1-foot2-small_volume-yz0-~opentop1-top1,0.645161290323,1.03270814644,31
~speedup1-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.681818181818,1.02365720414,44
~speedup1-~foot2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.634146341463,1.03453250142,41
~speedup1-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.705882352941,1.02797610794,51
~speedup1-~isnew-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.607142857143,1.02899086744,56
jump1-speedup2-jump2-yz0-~opentop1-top1,0.621621621622,1.02275929108,37
jump1-speedup2-foot0-yz0-~opentop1-top1,0.621621621622,1.02275929108,37
jump1-speedup2-~foot1-yz0-~opentop1-top1,0.611111111111,1.02283095549,36
jump1-speedup2-small_volume-yz0-~opentop1-top1,0.647058823529,1.02500722495,34
jump1-~speedup2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.638888888889,1.02199357519,36
jump1-jump2-foot2-yz0-~opentop1-top1,0.631578947368,1.02927953583,38
jump1-jump2-~foot2-yz0-~yz1-top1-opentop1,0.707692307692,1.02675390842,65
jump1-jump2-~foot2-~yz0-top0-opentop0-~opentop1-top1,0.628571428571,1.04548653023,35
jump1-jump2-~isnew-yz0-~yz1-top1-opentop1,0.68,1.02270886351,75
jump1-jump2-small_volume-yz0-~yz1-top1-opentop1,0.761904761905,1.03058602377,42
jump1-jump2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.62,1.02471694884,50
jump1-jump2-small_volume-yz0-~opentop1-top1,0.648148148148,1.02420377082,54
jump1-foot0-small_volume-yz0-~yz1-top1-opentop1,0.684210526316,1.02383827816,57
jump1-foot0-small_volume-yz0-~opentop1-top1,0.645161290323,1.02454349565,62
jump1-~foot0-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.694444444444,1.03005385272,36
jump1-~foot1-foot2-~opentop0-top0-~yz1-top1-opentop1,0.633333333333,1.02997065389,30
jump1-~foot1-small_volume-yz0-~yz1-top1-opentop1,0.684210526316,1.02383827816,57
jump1-~foot1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.615384615385,1.02510110335,52
jump1-~foot1-small_volume-yz0-~opentop1-top1,0.639344262295,1.02461503866,61
jump1-~foot2-small_volume-yz0-~yz1-top1-opentop1,0.707317073171,1.03005917611,41
jump1-~foot2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.625,1.02302474485,40
jump1-~foot2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.645161290323,1.05256780097,31
jump1-~isnew-small_volume-yz0-~yz1-top1-opentop1,0.69387755102,1.02781641129,49
jump1-~isnew-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.604166666667,1.02079155386,48
speedup2-jump2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.608695652174,1.0382640525,46
~speedup2-jump2-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.636363636364,1.0205289393,33
speedup2-foot0-~foot2-yz0-~opentop1-top1,0.75,1.02780630001,32
speedup2-~foot1-~foot2-yz0-~opentop1-top1,0.75,1.02780630001,32
speedup2-~foot1-isnew-~opentop0-top0-~opentop1-top1,0.605263157895,1.02122449891,38
~speedup2-~foot1-small_volume-~opentop0-top0-~yz1-top1-opentop1,0.628571428571,1.02133899798,35
speedup2-~foot2-small_volume-~yz0-top0-opentop0-~opentop1-top1,0.625,1.0426898201,32
jump2-foot0-foot2-yz0-~opentop1-top1,0.627906976744,1.02679307267,43
jump2-foot0-~foot2-yz0-~yz1-top1-opentop1,0.691176470588,1.02332070012,68
